seed,episode_idx,env_seed,regime,sampler,K,candidates,sample_runtime_seconds,rollout_runtime_seconds,runtime_per_candidate_ms
1,0,41100,fetch_aligned,ddim_eps,1,8,0.00816209998447448,1.464212199964095,184.04678749357117
1,0,41100,fetch_aligned,consistency_1step,1,8,0.007739500026218593,1.344218100013677,168.99470000498695
1,0,41100,fetch_aligned,ddim_eps,8,8,0.01944450003793463,1.4797182999900542,187.3953500034986
1,0,41100,fetch_aligned,ddpm_eps,8,8,0.018287100014276803,1.4664428000105545,185.5912375031039
1,1,41101,fetch_aligned,ddim_eps,1,8,0.008303300011903048,1.532901700004004,192.65062500198837
1,1,41101,fetch_aligned,consistency_1step,1,8,0.005767800030298531,1.4056987999938428,176.43332500301767
1,1,41101,fetch_aligned,ddim_eps,8,8,0.018241200014017522,1.281309499987401,162.44383750017732
1,1,41101,fetch_aligned,ddpm_eps,8,8,0.02138270001159981,1.225838800019119,155.90268750383984
1,2,41102,fetch_aligned,ddim_eps,1,8,0.007872499991208315,1.2506040000007488,157.30956249899464
1,2,41102,fetch_aligned,consistency_1step,1,8,0.004958300036378205,1.1986322000157088,150.44881250651088
1,2,41102,fetch_aligned,ddim_eps,8,8,0.01701759995194152,1.3723672999767587,173.67311249108752
1,2,41102,fetch_aligned,ddpm_eps,8,8,0.014980800042394549,1.5624480000115,197.17860000673681
1,0,42100,fetch_low_diversity,ddim_eps,1,8,0.008377699996344745,1.6232885999488644,203.95828749315115
1,0,42100,fetch_low_diversity,consistency_1step,1,8,0.006247999961487949,1.7445937999873422,218.85522499360377
1,0,42100,fetch_low_diversity,ddim_eps,8,8,0.017634899995755404,1.6706327999709174,211.0334624958341
1,0,42100,fetch_low_diversity,ddpm_eps,8,8,0.02523630001815036,1.6079362000455149,204.14656250795815
1,1,42101,fetch_low_diversity,ddim_eps,1,8,0.010982000036165118,1.5949184999917634,200.73756250349106
1,1,42101,fetch_low_diversity,consistency_1step,1,8,0.006759700016118586,1.4200291999732144,178.34861249866663
1,1,42101,fetch_low_diversity,ddim_eps,8,8,0.015046899963635951,1.397679399990011,176.59078749420587
1,1,42101,fetch_low_diversity,ddpm_eps,8,8,0.04125549999298528,1.5428521999856457,198.01346249732887
1,2,42102,fetch_low_diversity,ddim_eps,1,8,0.007763400033582002,1.4032713999622501,176.37934999947902
1,2,42102,fetch_low_diversity,consistency_1step,1,8,0.004731900000479072,1.1023891000077128,138.390125001024
1,2,42102,fetch_low_diversity,ddim_eps,8,8,0.012809399981051683,1.057575699989684,133.79813749634195
1,2,42102,fetch_low_diversity,ddpm_eps,8,8,0.03160749998642132,1.2144366999855265,155.75552499649348
1,0,43100,fetch_high_temp_misaligned,ddim_eps,1,8,0.007397699984721839,1.2996246999828145,163.37779999594204
1,0,43100,fetch_high_temp_misaligned,consistency_1step,1,8,0.008633000019472092,1.3930889000184834,175.21523750474444
1,0,43100,fetch_high_temp_misaligned,ddim_eps,8,8,0.014587400015443563,1.4717920999974012,185.7974375016056
1,0,43100,fetch_high_temp_misaligned,ddpm_eps,8,8,0.023269700002856553,1.6545467000105418,209.7270500016748
1,1,43101,fetch_high_temp_misaligned,ddim_eps,1,8,0.00928679999196902,2.103576100023929,264.10786250198726
1,1,43101,fetch_high_temp_misaligned,consistency_1step,1,8,0.010046200011856854,1.884129700018093,236.77198750374373
1,1,43101,fetch_high_temp_misaligned,ddim_eps,8,8,0.02169049996882677,1.868000399961602,236.2113624913036
1,1,43101,fetch_high_temp_misaligned,ddpm_eps,8,8,0.01955890003591776,2.079066900012549,262.32822500605835
1,2,43102,fetch_high_temp_misaligned,ddim_eps,1,8,0.009669599996414036,1.8115720000350848,227.65520000393735
1,2,43102,fetch_high_temp_misaligned,consistency_1step,1,8,0.008845700009260327,1.7899955000029877,224.855150001531
1,2,43102,fetch_high_temp_misaligned,ddim_eps,8,8,0.014160900027491152,1.4051869999966584,177.4184875030187
1,2,43102,fetch_high_temp_misaligned,ddpm_eps,8,8,0.01441589999012649,0.983792099985294,124.77599999692757
2,0,41200,fetch_aligned,ddim_eps,1,8,0.008347099996171892,1.0260826000012457,129.3037124996772
2,0,41200,fetch_aligned,consistency_1step,1,8,0.004682899976614863,1.084627999982331,136.16386249486823
2,0,41200,fetch_aligned,ddim_eps,8,8,0.016086100018583238,1.4510026999632828,183.38609999773325
2,0,41200,fetch_aligned,ddpm_eps,8,8,0.015701199998147786,1.7725688999635167,223.53376249520807
2,1,41201,fetch_aligned,ddim_eps,1,8,0.009129500016570091,1.7451050000381656,219.27931250684196
2,1,41201,fetch_aligned,consistency_1step,1,8,0.0055611999705433846,1.7214095999952406,215.871349995723
2,1,41201,fetch_aligned,ddim_eps,8,8,0.017553300014697015,1.7486599000403658,220.77665000688285
2,1,41201,fetch_aligned,ddpm_eps,8,8,0.015963200014084578,1.8589025000110269,234.35821250313893
2,2,41202,fetch_aligned,ddim_eps,1,8,0.00889099994674325,1.4443490999983624,181.6550124931382
2,2,41202,fetch_aligned,consistency_1step,1,8,0.00638279999839142,1.126400399953127,141.5978999939398
2,2,41202,fetch_aligned,ddim_eps,8,8,0.015730599989183247,0.9973691999912262,126.63747499755118
2,2,41202,fetch_aligned,ddpm_eps,8,8,0.010803400014992803,1.1178826999966986,141.08576250146143
2,0,42200,fetch_low_diversity,ddim_eps,1,8,0.008723500010091811,1.116364999965299,140.63606249692384
2,0,42200,fetch_low_diversity,consistency_1step,1,8,0.0061218999908305705,1.1165108000277542,140.3290875023231
2,0,42200,fetch_low_diversity,ddim_eps,8,8,0.01381460000993684,1.1597230999614112,146.6922124964185
2,0,42200,fetch_low_diversity,ddpm_eps,8,8,0.027127600042149425,2.170298100041691,274.6782125104801
2,1,42201,fetch_low_diversity,ddim_eps,1,8,0.011187500029336661,1.862398499972187,234.19825000019046
2,1,42201,fetch_low_diversity,consistency_1step,1,8,0.005581800010986626,1.4805915000033565,185.7716625017929
2,1,42201,fetch_low_diversity,ddim_eps,8,8,0.016254000016488135,1.5449866999988444,195.15508750191657
2,1,42201,fetch_low_diversity,ddpm_eps,8,8,0.042423299979418516,1.7510291999788024,224.1815624947776
2,2,42202,fetch_low_diversity,ddim_eps,1,8,0.011860399972647429,1.821687199990265,229.19344999536406
2,2,42202,fetch_low_diversity,consistency_1step,1,8,0.010246700025163591,1.660199099977035,208.80572500027483
2,2,42202,fetch_low_diversity,ddim_eps,8,8,0.02220939996186644,1.6768851999659091,212.38682499097195
2,2,42202,fetch_low_diversity,ddpm_eps,8,8,0.024598499992862344,1.4323439000290819,182.11780000274302
2,0,43200,fetch_high_temp_misaligned,ddim_eps,1,8,0.00807619997067377,1.396215500019025,175.53646249871235
2,0,43200,fetch_high_temp_misaligned,consistency_1step,1,8,0.0067526999628171325,1.141904100019019,143.58209999772953
2,0,43200,fetch_high_temp_misaligned,ddim_eps,8,8,0.016231899964623153,0.9750334999989718,123.90817499544937
2,0,43200,fetch_high_temp_misaligned,ddpm_eps,8,8,0.012021299975458533,1.0853651000070386,137.17329999781214
2,1,43201,fetch_high_temp_misaligned,ddim_eps,1,8,0.006011500023305416,0.9325983000453562,117.3262250085827
2,1,43201,fetch_high_temp_misaligned,consistency_1step,1,8,0.004606799979228526,1.1315900000045076,142.02459999796702
2,1,43201,fetch_high_temp_misaligned,ddim_eps,8,8,0.015769499994348735,1.5068636999931186,190.32914999843342
2,1,43201,fetch_high_temp_misaligned,ddpm_eps,8,8,0.016375100007280707,1.3837786000221968,175.01921250368468
2,2,43202,fetch_high_temp_misaligned,ddim_eps,1,8,0.005897499970160425,1.150909000018146,144.6008124985383
2,2,43202,fetch_high_temp_misaligned,consistency_1step,1,8,0.006240899965632707,1.1685829000198282,146.85297499818262
2,2,43202,fetch_high_temp_misaligned,ddim_eps,8,8,0.013669500011019409,1.4513749000034295,183.1305500018061
2,2,43202,fetch_high_temp_misaligned,ddpm_eps,8,8,0.019319099956192076,2.0130724999471568,254.0489499879186
3,0,41300,fetch_aligned,ddim_eps,1,8,0.034167999983765185,3.0579889999935403,386.5196249971632
3,0,41300,fetch_aligned,consistency_1step,1,8,0.01194910000776872,2.886880200006999,362.353662501846
3,0,41300,fetch_aligned,ddim_eps,8,8,0.03787699999520555,1.7635898000444286,225.18335000495426
3,0,41300,fetch_aligned,ddpm_eps,8,8,0.03940670000156388,2.545744700008072,323.1439250012045
3,1,41301,fetch_aligned,ddim_eps,1,8,0.01446479995502159,3.323931500024628,417.2995374974562
3,1,41301,fetch_aligned,consistency_1step,1,8,0.024993900035042316,3.31709620001493,417.76126250624657
3,1,41301,fetch_aligned,ddim_eps,8,8,0.04644499998539686,3.540372999967076,448.3522499940591
3,1,41301,fetch_aligned,ddpm_eps,8,8,0.0640826000017114,2.813497200026177,359.69747500348603
3,2,41302,fetch_aligned,ddim_eps,1,8,0.01514350000070408,3.0019483999931253,377.1364874992287
3,2,41302,fetch_aligned,consistency_1step,1,8,0.012214899994432926,3.113926200021524,390.7676375019946
3,2,41302,fetch_aligned,ddim_eps,8,8,0.05432729999301955,3.354495399980806,426.10283749672817
3,2,41302,fetch_aligned,ddpm_eps,8,8,0.04628549999324605,3.3794101999956183,428.21196249860805
3,0,42300,fetch_low_diversity,ddim_eps,1,8,0.015232699981424958,2.0352832000353374,256.3144875020953
3,0,42300,fetch_low_diversity,consistency_1step,1,8,0.006794000044465065,1.977004999993369,247.97487500472926
3,0,42300,fetch_low_diversity,ddim_eps,8,8,0.022939099988434464,3.1276413000305183,393.8225500023691
3,0,42300,fetch_low_diversity,ddpm_eps,8,8,0.1275383000029251,4.313366999966092,555.1131624961272
3,1,42301,fetch_low_diversity,ddim_eps,1,8,0.1575510999537073,3.2344300999538973,423.9976499884506
3,1,42301,fetch_low_diversity,consistency_1step,1,8,0.06861680001020432,4.854991999978665,615.4510999986087
3,1,42301,fetch_low_diversity,ddim_eps,8,8,0.14098869997542351,6.061263700015843,775.2815499989083
3,1,42301,fetch_low_diversity,ddpm_eps,8,8,0.252050600014627,3.8284602999920025,510.0638625008287
3,2,42302,fetch_low_diversity,ddim_eps,1,8,0.07804419996682554,4.044957100006286,515.375162496639
3,2,42302,fetch_low_diversity,consistency_1step,1,8,0.015200200024992228,2.4811204000143334,312.0400750049157
3,2,42302,fetch_low_diversity,ddim_eps,8,8,0.10660729999653995,2.9087670000153594,376.9217875014874
3,2,42302,fetch_low_diversity,ddpm_eps,8,8,0.20334900001762435,1.5726918000145815,222.00510000402573
3,0,43300,fetch_high_temp_misaligned,ddim_eps,1,8,0.11359750002156943,4.122380700020585,529.4972750052693
3,0,43300,fetch_high_temp_misaligned,consistency_1step,1,8,0.021184800018090755,3.5886849999660626,451.23372499801917
3,0,43300,fetch_high_temp_misaligned,ddim_eps,8,8,0.15488869999535382,4.185100700007752,542.4986750003882
3,0,43300,fetch_high_temp_misaligned,ddpm_eps,8,8,0.030843499989714473,3.0421939000370912,384.1296750033507
3,1,43301,fetch_high_temp_misaligned,ddim_eps,1,8,0.08573069999692962,4.810702799994033,612.0541874988703
3,1,43301,fetch_high_temp_misaligned,consistency_1step,1,8,0.04511649999767542,2.5496251999866217,324.34271249803714
3,1,43301,fetch_high_temp_misaligned,ddim_eps,8,8,0.21609120001085103,1.324772399966605,192.607949997182
3,1,43301,fetch_high_temp_misaligned,ddpm_eps,8,8,0.2297192999976687,1.3481669000466354,197.23577500553802
3,2,43302,fetch_high_temp_misaligned,ddim_eps,1,8,0.1678719000192359,2.5182514000334777,335.7654125065892
3,2,43302,fetch_high_temp_misaligned,consistency_1step,1,8,0.01788310002302751,5.510878500004765,691.095200003474
3,2,43302,fetch_high_temp_misaligned,ddim_eps,8,8,0.08985350001603365,1.9131392000126652,250.37408750358736
3,2,43302,fetch_high_temp_misaligned,ddpm_eps,8,8,0.08937439997680485,3.6635207000072114,469.11188749800203
4,0,41400,fetch_aligned,ddim_eps,1,8,0.007562900020275265,1.3681453000172041,171.96352500468493
4,0,41400,fetch_aligned,consistency_1step,1,8,0.0073225999949499965,1.347760000033304,169.38532500353176
4,0,41400,fetch_aligned,ddim_eps,8,8,0.015367100015282631,1.1726015000022016,148.49607500218553
4,0,41400,fetch_aligned,ddpm_eps,8,8,0.012583000003360212,1.264748600020539,159.6664500029874
4,1,41401,fetch_aligned,ddim_eps,1,8,0.009627700026612729,2.2306385000119917,280.03327500482555
4,1,41401,fetch_aligned,consistency_1step,1,8,0.009224300039932132,2.5440046999719925,319.1536250014906
4,1,41401,fetch_aligned,ddim_eps,8,8,0.019138899981044233,2.321759100013878,292.6122499993653
4,1,41401,fetch_aligned,ddpm_eps,8,8,0.02052050002384931,1.5244190999655984,193.11744999868097
4,2,41402,fetch_aligned,ddim_eps,1,8,0.009271999995689839,1.6092639999696985,202.31699999567354
4,2,41402,fetch_aligned,consistency_1step,1,8,0.008770600019488484,1.9759055000031367,248.08451250282815
4,2,41402,fetch_aligned,ddim_eps,8,8,0.019445299985818565,1.968689999950584,248.51691249205032
4,2,41402,fetch_aligned,ddpm_eps,8,8,0.027246199955698103,3.670314499991946,462.1950874934555
4,0,42400,fetch_low_diversity,ddim_eps,1,8,0.01273290003882721,2.832633199985139,355.6707625029958
4,0,42400,fetch_low_diversity,consistency_1step,1,8,0.006666100001893938,1.8972698000143282,237.99198750202777
4,0,42400,fetch_low_diversity,ddim_eps,8,8,0.02014239999698475,1.8607597000082023,235.1127625006484
4,0,42400,fetch_low_diversity,ddpm_eps,8,8,0.01780440000584349,1.71557549998397,216.6724874987267
4,1,42401,fetch_low_diversity,ddim_eps,1,8,0.01402039994718507,2.9014662000117823,364.4358249948709
4,1,42401,fetch_low_diversity,consistency_1step,1,8,0.014588400023058057,2.123892600007821,267.31012500385987
4,1,42401,fetch_low_diversity,ddim_eps,8,8,0.020811300026252866,1.4819980000029318,187.85116250364808
4,1,42401,fetch_low_diversity,ddpm_eps,8,8,0.023858600005041808,1.2133186000282876,154.64715000416618
4,2,42402,fetch_low_diversity,ddim_eps,1,8,0.010724599997047335,1.2654210000182502,159.5182000019122
4,2,42402,fetch_low_diversity,consistency_1step,1,8,0.0050487000262364745,1.201016000006348,150.75808750407305
4,2,42402,fetch_low_diversity,ddim_eps,8,8,0.018648600031156093,1.4226048000273295,180.1566750073107
4,2,42402,fetch_low_diversity,ddpm_eps,8,8,0.02987369999755174,1.4532072000438347,185.3851125051733
4,0,43400,fetch_high_temp_misaligned,ddim_eps,1,8,0.010772100009489805,2.1369354999624193,268.46344999648863
4,0,43400,fetch_high_temp_misaligned,consistency_1step,1,8,0.006051100033801049,1.9107371999998577,239.59853750420734
4,0,43400,fetch_high_temp_misaligned,ddim_eps,8,8,0.031108800030779094,1.447891499963589,184.875037499296
4,0,43400,fetch_high_temp_misaligned,ddpm_eps,8,8,0.01722639997024089,1.8671247999882326,235.54389999480918
4,1,43401,fetch_high_temp_misaligned,ddim_eps,1,8,0.007962899981066585,1.8823832999914885,236.29327499656938
4,1,43401,fetch_high_temp_misaligned,consistency_1step,1,8,0.006085400003939867,1.3998496999847703,175.74188749858877
4,1,43401,fetch_high_temp_misaligned,ddim_eps,8,8,0.01760859997011721,1.2060557999648154,152.95804999186657
4,1,43401,fetch_high_temp_misaligned,ddpm_eps,8,8,0.017102700017858297,1.3920514000346884,176.14426250656834
4,2,43402,fetch_high_temp_misaligned,ddim_eps,1,8,0.009095899993553758,1.271342399995774,160.05478749866597
4,2,43402,fetch_high_temp_misaligned,consistency_1step,1,8,0.0041262999875471,1.0714669000008143,134.44914999854518
4,2,43402,fetch_high_temp_misaligned,ddim_eps,8,8,0.021338500024285167,1.1965688999625854,152.23842499835882
4,2,43402,fetch_high_temp_misaligned,ddpm_eps,8,8,0.01204990001861006,1.824660899990704,229.58885000116425
