conditioning,regime,scorer,K,metric,n,mean,se,ci_low,ci_high,confidence,low_n,high_n,effect,value_col
image,distractors,calibrated_critic,4,exact_selected_real,9,0.15355711271884365,0.023794993767190378,0.10674720142456201,0.1998514199182633,0.95,1,32,high_minus_low,exact_selected_real
image,distractors,calibrated_critic,4,exact_selected_score,9,0.16059149302062695,0.021179268748435925,0.12282637697459829,0.2014416451222809,0.95,1,32,high_minus_low,exact_selected_score
image,distractors,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,distractors,diffusion_likelihood_proxy,4,exact_selected_real,9,0.056635829007570596,0.042446782293032004,-0.015603976796467628,0.13205507152109103,0.95,1,32,high_minus_low,exact_selected_real
image,distractors,diffusion_likelihood_proxy,4,exact_selected_score,9,0.08329182285825773,0.011420136178517282,0.06573582780854881,0.11017744857574113,0.95,1,32,high_minus_low,exact_selected_score
image,distractors,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,distractors,learned_behavior_cloning_critic,4,exact_selected_real,9,0.056636064091013454,0.04244666258545832,-0.0240759757541756,0.13603124003774572,0.95,1,32,high_minus_low,exact_selected_real
image,distractors,learned_behavior_cloning_critic,4,exact_selected_score,9,0.12211575656054101,0.016695053810336407,0.09367138021773898,0.15882802203452048,0.95,1,32,high_minus_low,exact_selected_score
image,distractors,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,distractors,oracle_real_utility_selector,4,exact_selected_real,9,0.15894926463040943,0.022738998799949006,0.11684855632494427,0.19806199477975267,0.95,1,32,high_minus_low,exact_selected_real
image,distractors,oracle_real_utility_selector,4,exact_selected_score,9,0.15894926463040943,0.022738998799949006,0.11684855632494427,0.19806199477975267,0.95,1,32,high_minus_low,exact_selected_score
image,distractors,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,calibrated_critic,4,exact_selected_real,9,0.1499444708093022,0.023251083286531984,0.10853810971350338,0.19401278636211552,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,calibrated_critic,4,exact_selected_score,9,0.15909739404565731,0.020707103548129886,0.12415674789247345,0.19784879857423465,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_real,9,-0.026691902933896623,0.05962804647510178,-0.11693872100773828,0.08902446991773887,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_score,9,0.08332639673712604,0.011409687676768358,0.06578486909249671,0.11017932901786262,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_real,9,-0.026682172979286226,0.05962737403803592,-0.13564146015791712,0.09147660209521445,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_score,9,0.12216603251359309,0.01667982111949535,0.09373883874174706,0.15884251245356032,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_real,9,0.1597598864964673,0.02067924871882826,0.12204348800199898,0.19704032925540785,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_score,9,0.1597598864964673,0.02067924871882826,0.12204348800199898,0.19704032925540785,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,calibrated_critic,4,exact_selected_real,9,0.1534095333829758,0.02380577961200739,0.10659264246415003,0.19955453815099275,0.95,1,32,high_minus_low,exact_selected_real
image,id,calibrated_critic,4,exact_selected_score,9,0.16055233000272098,0.021193210543092197,0.12278861878898288,0.2013643585449614,0.95,1,32,high_minus_low,exact_selected_score
image,id,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,diffusion_likelihood_proxy,4,exact_selected_real,9,0.057232864546426065,0.04206600653537474,-0.013962864793060305,0.1319295482212926,0.95,1,32,high_minus_low,exact_selected_real
image,id,diffusion_likelihood_proxy,4,exact_selected_score,9,0.08330901828125542,0.011413443681366394,0.0657656603169694,0.11017472764383286,0.95,1,32,high_minus_low,exact_selected_score
image,id,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,learned_behavior_cloning_critic,4,exact_selected_real,9,0.057232864547280285,0.04206600653555608,-0.02246053208080217,0.13626899711656176,0.95,1,32,high_minus_low,exact_selected_real
image,id,learned_behavior_cloning_critic,4,exact_selected_score,9,0.12214088129919093,0.01668523196228575,0.09371011552101845,0.15883077980598403,0.95,1,32,high_minus_low,exact_selected_score
image,id,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,oracle_real_utility_selector,4,exact_selected_real,9,0.1590939977093547,0.022743259079304762,0.11686346362773174,0.1981311177813573,0.95,1,32,high_minus_low,exact_selected_real
image,id,oracle_real_utility_selector,4,exact_selected_score,9,0.1590939977093547,0.022743259079304762,0.11686346362773174,0.1981311177813573,0.95,1,32,high_minus_low,exact_selected_score
image,id,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,calibrated_critic,4,exact_selected_real,9,0.15353872605883037,0.023792739429901278,0.10677847247270322,0.19995288882955944,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,calibrated_critic,4,exact_selected_score,9,0.16057000237051502,0.02120624272830814,0.12291630016107326,0.20145741363592298,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,diffusion_likelihood_proxy,4,exact_selected_real,9,0.061219520296960955,0.04114788409581047,-0.007050109318041103,0.13280910926278647,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,diffusion_likelihood_proxy,4,exact_selected_score,9,0.08328230868612578,0.011424709044515265,0.06572382576658646,0.11018150592187567,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,learned_behavior_cloning_critic,4,exact_selected_real,9,0.055625123117332684,0.04294084943022016,-0.026431329500068303,0.1361013746309304,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,learned_behavior_cloning_critic,4,exact_selected_score,9,0.12210045663405622,0.016701998274967877,0.0936453417065513,0.15883187551464073,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,oracle_real_utility_selector,4,exact_selected_real,9,0.15877155448500668,0.022780527932100784,0.11681675884982522,0.19797823238517975,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,oracle_real_utility_selector,4,exact_selected_score,9,0.15877155448500668,0.022780527932100784,0.11681675884982522,0.19797823238517975,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,calibrated_critic,4,exact_selected_real,9,0.15353334406706495,0.023748989260785173,0.10693296288895937,0.19950025744781688,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,calibrated_critic,4,exact_selected_score,9,0.16069357342900814,0.02116083268935395,0.12298650414880374,0.20150682942335088,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_real,9,0.05679894041797175,0.04230969607314349,-0.015228152736288017,0.13189811354331882,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_score,9,0.08328114456820433,0.011420914405062729,0.0657233500597791,0.1101711102757434,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_real,9,0.05679898454333622,0.04230967328178369,-0.023473885099038694,0.13616019076484392,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_score,9,0.12210046890702968,0.016696028114906235,0.0936494093739421,0.1588171230794906,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,oracle_real_utility_selector,4,exact_selected_real,9,0.1591297305874489,0.022705511709027834,0.11704355327553345,0.19812275255472897,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,oracle_real_utility_selector,4,exact_selected_score,9,0.1591297305874489,0.022705511709027834,0.11704355327553345,0.19812275255472897,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,calibrated_critic,4,exact_selected_real,9,0.16734590448067996,0.027455650251842472,0.12082497723832138,0.22500436667134252,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,calibrated_critic,4,exact_selected_score,9,0.17262646171781013,0.026884573550987667,0.12736081111073466,0.22922920358007623,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,diffusion_likelihood_proxy,4,exact_selected_real,9,0.08020888294094392,0.04173937479610562,-0.0016930811409695244,0.16162032879956859,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,diffusion_likelihood_proxy,4,exact_selected_score,9,0.06684984087914603,0.005469548551695513,0.057024185668148535,0.07645095035123778,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,learned_behavior_cloning_critic,4,exact_selected_real,9,0.08020916411263716,0.041739383921362755,-0.006477890620937712,0.1471707439836599,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,learned_behavior_cloning_critic,4,exact_selected_score,9,0.09803057647424678,0.00800653634437654,0.08175307891468653,0.1129021614753028,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,oracle_real_utility_selector,4,exact_selected_real,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,oracle_real_utility_selector,4,exact_selected_score,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,calibrated_critic,4,exact_selected_real,9,0.11398608464155448,0.014223537444987824,0.09224954039903303,0.14377992029331435,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,calibrated_critic,4,exact_selected_score,9,0.10875193568939964,0.014782946408439789,0.0864733526945074,0.13939971503405457,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_real,9,0.0006248480871985867,0.02615734002782398,-0.05107584314891695,0.05182323663598137,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_score,9,0.06861244408251825,0.0030290414951777167,0.06272291131773337,0.07363784751326069,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_real,9,7.401786370622412e-06,0.026220921748826547,-0.04926410624332283,0.04639549600568013,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_score,9,0.1003755484449018,0.004384738198351061,0.09210688971252075,0.10823955625705728,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_real,9,0.11613386366055975,0.013730054983179314,0.09531232308285711,0.14421961512620946,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_score,9,0.11613386366055975,0.013730054983179314,0.09531232308285711,0.14421961512620946,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,calibrated_critic,4,exact_selected_real,9,0.16734590448067996,0.027455650251842472,0.12082497723832138,0.22500436667134252,0.95,1,32,high_minus_low,exact_selected_real
state,id,calibrated_critic,4,exact_selected_score,9,0.17262646171781013,0.026884573550987667,0.12736081111073466,0.22922920358007623,0.95,1,32,high_minus_low,exact_selected_score
state,id,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,diffusion_likelihood_proxy,4,exact_selected_real,9,0.08020888294094392,0.04173937479610562,-0.0016930811409695244,0.16162032879956859,0.95,1,32,high_minus_low,exact_selected_real
state,id,diffusion_likelihood_proxy,4,exact_selected_score,9,0.06684984087914603,0.005469548551695513,0.057024185668148535,0.07645095035123778,0.95,1,32,high_minus_low,exact_selected_score
state,id,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,learned_behavior_cloning_critic,4,exact_selected_real,9,0.08020916411263716,0.041739383921362755,-0.006477890620937712,0.1471707439836599,0.95,1,32,high_minus_low,exact_selected_real
state,id,learned_behavior_cloning_critic,4,exact_selected_score,9,0.09803057647424678,0.00800653634437654,0.08175307891468653,0.1129021614753028,0.95,1,32,high_minus_low,exact_selected_score
state,id,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,oracle_real_utility_selector,4,exact_selected_real,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_real
state,id,oracle_real_utility_selector,4,exact_selected_score,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_score
state,id,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,calibrated_critic,4,exact_selected_real,9,0.16734590448067996,0.027455650251842472,0.12082497723832138,0.22500436667134252,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,calibrated_critic,4,exact_selected_score,9,0.17262646171781013,0.026884573550987667,0.12736081111073466,0.22922920358007623,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,diffusion_likelihood_proxy,4,exact_selected_real,9,0.08020888294094392,0.04173937479610562,-0.0016930811409695244,0.16162032879956859,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,diffusion_likelihood_proxy,4,exact_selected_score,9,0.06684984087914603,0.005469548551695513,0.057024185668148535,0.07645095035123778,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,learned_behavior_cloning_critic,4,exact_selected_real,9,0.08020916411263716,0.041739383921362755,-0.006477890620937712,0.1471707439836599,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,learned_behavior_cloning_critic,4,exact_selected_score,9,0.09803057647424678,0.00800653634437654,0.08175307891468653,0.1129021614753028,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,oracle_real_utility_selector,4,exact_selected_real,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,oracle_real_utility_selector,4,exact_selected_score,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,calibrated_critic,4,exact_selected_real,9,0.16734590448067996,0.027455650251842472,0.12082497723832138,0.22500436667134252,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,calibrated_critic,4,exact_selected_score,9,0.17262646171781013,0.026884573550987667,0.12736081111073466,0.22922920358007623,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,calibrated_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_real,9,0.08020888294094392,0.04173937479610562,-0.0016930811409695244,0.16162032879956859,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_score,9,0.06684984087914603,0.005469548551695513,0.057024185668148535,0.07645095035123778,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,diffusion_likelihood_proxy,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_real,9,0.08020916411263716,0.041739383921362755,-0.006477890620937712,0.1471707439836599,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_score,9,0.09803057647424678,0.00800653634437654,0.08175307891468653,0.1129021614753028,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,learned_behavior_cloning_critic,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,oracle_real_utility_selector,4,exact_selected_real,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,oracle_real_utility_selector,4,exact_selected_score,9,0.17349296511638665,0.0266929267740719,0.12722594813555246,0.22526388180584087,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,oracle_real_utility_selector,4,high_n_regret,9,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
